id	name	sport	event	sex	birthyear	height	weight	team	noc	games	year	season	city	medal
1567	Yukiko Akaba	Athletics	Athletics Women's 5,000 metres	F	1980	158	43	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
1567	Yukiko Akaba	Athletics	Athletics Women's 10,000 metres	F	1980	158	43	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
1588	Salman Akbar	Hockey	Hockey Men's Hockey	M	1982	180	85	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	NA
1589	Waqar Akbar	Hockey	Hockey Men's Hockey	M	1989	172	58	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	NA
1606	Patsy Serafina Akeli	Athletics	Athletics Women's Javelin Throw	F	1979	175	89	Samoa	SAM	2008 Summer	2008	Summer	Beijing	NA
1631	Bilal Akgl	Cycling	Cycling Men's Mountainbike, Cross-Country	M	1983	167	59	Turkey	TUR	2008 Summer	2008	Summer	Beijing	NA
1633	Sezer Akgl	Wrestling	Wrestling Men's Featherweight, Freestyle	M	1988	160	55	Turkey	TUR	2008 Summer	2008	Summer	Beijing	NA
1640	Giorgos Akhilleos	Shooting	Shooting Men's Skeet	M	1981	172	75	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	NA
1650	Bakhtiyar Shakhabutdinovich Akhmedov	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	M	1987	190	120	Russia	RUS	2008 Summer	2008	Summer	Beijing	Silver
1657	Bakhyt Beshimbekovich Akhmetov	Weightlifting	Weightlifting Men's Heavyweight	M	1979	175	105	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
1661	Doli Akhtar	Swimming	Swimming Women's 50 metres Freestyle	F	1986	158	53	Bangladesh	BAN	2008 Summer	2008	Summer	Beijing	NA
1689	Mildred Akinyi "Milka" Alango	Taekwondo	Taekwondo Women's Flyweight	F	1989	157	49	Kenya	KEN	2008 Summer	2008	Summer	Beijing	NA
1697	Halil Akka	Athletics	Athletics Men's 3,000 metres Steeplechase	M	1983	175	58	Turkey	TUR	2008 Summer	2008	Summer	Beijing	NA
1698	Khadzhimurat Magomedovich Akkayev	Weightlifting	Weightlifting Men's Middle-Heavyweight	M	1985	178	105	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
1731	Anastasiya Sergeyevna Aksenova	Swimming	Swimming Women's 50 metres Freestyle	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
1731	Anastasiya Sergeyevna Aksenova	Swimming	Swimming Women's 100 metres Freestyle	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
1731	Anastasiya Sergeyevna Aksenova	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
1731	Anastasiya Sergeyevna Aksenova	Swimming	Swimming Women's 4 x 100 metres Medley Relay	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
1733	Merey Akshalov	Boxing	Boxing Men's Lightweight	M	1988	179	60	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
1751	Ohenewa Akuffo	Wrestling	Wrestling Women's Heavyweight, Freestyle	F	1979	169	72	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
1753	Marina Sergeyevna Akulova	Volleyball	Volleyball Women's Volleyball	F	1986	181	70	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
1786	Ali Ahmed Al-Amri	Athletics	Athletics Men's 3,000 metres Steeplechase	M	1985	155	51	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
1809	Nasser Salih Nasser Abdullah Al-Attiya	Shooting	Shooting Men's Skeet	M	1971	178	82	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
1814	Wael Al-Aydy	Volleyball	Volleyball Men's Volleyball	M	1972	178	76	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
1817	Mohamed Mutlaq Khalaf Al-Azemi	Athletics	Athletics Men's 800 metres	M	1982	178	64	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
1842	Sameera Zayid Al-Bitar	Swimming	Swimming Women's 50 metres Freestyle	F	1990	168	64	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	NA
1845	Fadwa Al-Bouza	Athletics	Athletics Women's 100 metres Hurdles	F	1990	173	58	Syria	SYR	2008 Summer	2008	Summer	Beijing	NA
1848	Dadallah Noor Mohamed Al-Bulushi	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	M	1959	172	86	Oman	OMA	2008 Summer	2008	Summer	Beijing	NA
1856	Sultan Mubarak M. Al-Dawoodi	Athletics	Athletics Men's Discus Throw	M	1985	192	86	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
1875	Rashid Shafi Al-Dosari	Athletics	Athletics Men's Discus Throw	M	1981	198	130	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
1885	Ramzy Al-Duhami	Equestrianism	Equestrianism Mixed Jumping, Individual	M	1972	162	70	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
1885	Ramzy Al-Duhami	Equestrianism	Equestrianism Mixed Jumping, Team	M	1972	162	70	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
1894	Talal Al-Enezi	Judo	Judo Men's Half-Heavyweight	M	1986	180	94	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
1905	Abdulsalam Al-Gadabi	Swimming	Swimming Men's 50 metres Freestyle	M	1978	nan	nan	Yemen	YEM	2008 Summer	2008	Summer	Beijing	NA
1910	Rakia Al-Gassra	Athletics	Athletics Women's 200 metres	F	1983	170	65	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	NA
1920	Sultan Abdulmajeed E. Al-Habshi	Athletics	Athletics Men's Shot Put	M	1983	190	92	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
1921	Mohammed bin Naseeb Al-Habsi	Swimming	Swimming Men's 100 metres Breaststroke	M	1992	180	60	Oman	OMA	2008 Summer	2008	Summer	Beijing	NA
1929	Khalid Issa A. H. Al-Hamadi	Fencing	Fencing Men's Foil, Individual	M	1988	171	57	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
1936	Khalil Ahmed Al-Hanahneh	Athletics	Athletics Men's 200 metres	M	1980	171	70	Jordan	JOR	2008 Summer	2008	Summer	Beijing	NA
1938	Nashwan Haidar Al-Harazi	Gymnastics	Gymnastics Men's Individual All-Around	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	NA
1938	Nashwan Haidar Al-Harazi	Gymnastics	Gymnastics Men's Floor Exercise	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	NA
1938	Nashwan Haidar Al-Harazi	Gymnastics	Gymnastics Men's Horse Vault	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	NA
1938	Nashwan Haidar Al-Harazi	Gymnastics	Gymnastics Men's Pommelled Horse	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	NA
1951	Ibrahim Al-Hasan	Table Tennis	Table Tennis Men's Singles	M	1987	179	73	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
1976	Obaid Ahmed Obaid Al-Jasmi	Swimming	Swimming Men's 100 metres Freestyle	M	1982	178	71	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2025	Ahmed bin Hasher Al-Maktoum	Shooting	Shooting Men's Trap	M	1964	175	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2025	Ahmed bin Hasher Al-Maktoum	Shooting	Shooting Men's Double Trap	M	1964	175	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2026	Latifah bint Ahmed bin Juma Al-Maktoum	Equestrianism	Equestrianism Mixed Jumping, Individual	F	1986	160	46	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2027	Maitha bint Mohammed bin Rashid Al-Maktoum	Taekwondo	Taekwondo Women's Welterweight	F	1980	nan	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2029	Saeed bin Hasher Al-Maktoum	Shooting	Shooting Men's Skeet	M	1977	176	88	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2044	Nader Abdullah Al-Massri	Athletics	Athletics Men's 5,000 metres	M	1980	160	58	Palestine	PLE	2008 Summer	2008	Summer	Beijing	NA
2047	Naser Al-Meqlad	Shooting	Shooting Men's Trap	M	1983	176	120	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
2054	Bader Abdulrahman Al-Muhana	Swimming	Swimming Men's 100 metres Butterfly	M	1989	nan	nan	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2059	Riyadh Al-Mustafa	Athletics	Athletics Men's Marathon	M	1975	171	64	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	NA
2064	Sayed Al-Mutairi Bariq	Shooting	Shooting Men's Skeet	M	1969	172	65	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2065	Zaid Al-Mutairi	Shooting	Shooting Men's Skeet	M	1982	169	64	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
2090	Moukheld Mahil F. Al-Outaibi	Athletics	Athletics Men's 5,000 metres	M	1976	163	60	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2102	Saeed Rashed Al-Qubaisi	Judo	Judo Men's Lightweight	M	1990	176	73	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2112	Abdullah Al-Rashidi	Shooting	Shooting Men's Skeet	M	1964	183	83	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
2121	Hussain Taher Al-Sabee	Athletics	Athletics Men's Long Jump	M	1980	187	85	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2131	Omar Jouma Bilal Al-Salfa	Athletics	Athletics Men's 200 metres	M	1990	170	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	NA
2132	Mohamed Abdullah Obaid Al-Salhi (Kosgei-)	Athletics	Athletics Men's 800 metres	M	1986	182	55	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2134	Prince Abdullah Bin Moteb Al-Saud	Equestrianism	Equestrianism Mixed Jumping, Individual	M	1985	178	69	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2134	Prince Abdullah Bin Moteb Al-Saud	Equestrianism	Equestrianism Mixed Jumping, Team	M	1985	178	69	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2144	Prince Faisal Al-Shalan	Equestrianism	Equestrianism Mixed Jumping, Individual	M	1987	178	66	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2144	Prince Faisal Al-Shalan	Equestrianism	Equestrianism Mixed Jumping, Team	M	1987	178	66	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
2171	Abdullah Said Al-Sooli	Athletics	Athletics Men's 100 metres	M	1983	172	73	Oman	OMA	2008 Summer	2008	Summer	Beijing	NA
2185	Mohamed Issa Al-Thawadi	Athletics	Athletics Men's 110 metres Hurdles	M	1982	175	75	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
2192	Mohammed Ahmed Al-Yafaee	Athletics	Athletics Men's 800 metres	M	1985	185	65	Yemen	YEM	2008 Summer	2008	Summer	Beijing	NA
2195	Buthayna Eid Al-Yaqoubi	Athletics	Athletics Women's 100 metres	F	1991	155	45	Oman	OMA	2008 Summer	2008	Summer	Beijing	NA
2200	Ali Mohamed Gharib Al-Zinkawi	Athletics	Athletics Men's Hammer Throw	M	1984	195	102.5	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	NA
2203	Tapani Jarkko Ala-Huikku	Wrestling	Wrestling Men's Lightweight, Greco-Roman	M	1980	164	60	Finland	FIN	2008 Summer	2008	Summer	Beijing	NA
2210	Marina Alabau Neira	Sailing	Sailing Women's Windsurfer	F	1986	164	55	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
2258	Mariem Alaoui Selsouli	Athletics	Athletics Women's 5,000 metres	F	1984	152	45	Morocco	MAR	2008 Summer	2008	Summer	Beijing	NA
2261	Osama Mohammed Ye Alarag	Swimming	Swimming Men's 100 metres Breaststroke	M	1992	175	72	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
2270	David Alarza Palacios	Judo	Judo Men's Middleweight	M	1977	185	90	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
2300	Miguel ngel Albarracn	Judo	Judo Men's Extra-Lightweight	M	1981	167	64	Argentina	ARG	2008 Summer	2008	Summer	Beijing	NA
2320	Dag Edward Albert	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	M	1970	185	70	Sweden	SWE	2008 Summer	2008	Summer	Beijing	NA
2320	Dag Edward Albert	Equestrianism	Equestrianism Mixed Three-Day Event, Team	M	1970	185	70	Sweden	SWE	2008 Summer	2008	Summer	Beijing	NA
2331	Marko Albert	Triathlon	Triathlon Men's Olympic Distance	M	1979	189	78	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
2334	Samantha Albert (Majendie-)	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	F	1971	165	59	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	NA
2359	Islam-Beka Said-Tsilimovich Albiyev	Wrestling	Wrestling Men's Lightweight, Greco-Roman	M	1989	165	66	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
2376	Samuel Albrecht	Sailing	Sailing Men's Two Person Dinghy	M	1982	180	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2425	Yamil Aldama Pozo (-Dodds)	Athletics	Athletics Women's Triple Jump	F	1973	173	62	Sudan	SUD	2008 Summer	2008	Summer	Beijing	NA
2428	Moiss Aldape Chvez	Cycling	Cycling Men's Road Race, Individual	M	1982	175	62	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
2429	Ibrahim Erikovych Aldatov	Wrestling	Wrestling Men's Middleweight, Freestyle	M	1984	174	74	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
2450	Blake Aldridge	Diving	Diving Men's Synchronized Platform	M	1982	167	64	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
2458	David Alegre Biosca	Hockey	Hockey Men's Hockey	M	1985	184	75	Spain	ESP	2008 Summer	2008	Summer	Beijing	Silver
2460	Ramn Alegre Biosca	Hockey	Hockey Men's Hockey	M	1981	171	71	Spain	ESP	2008 Summer	2008	Summer	Beijing	Silver
2464	Jo Qesem Ayela Aleh	Sailing	Sailing Women's One Person Dinghy	F	1986	171	58	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
2469	Virgilijus Alekna	Athletics	Athletics Men's Discus Throw	M	1972	200	130	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Bronze
2480	Mikhail Plamenov Aleksandrov	Swimming	Swimming Men's 100 metres Breaststroke	M	1985	193	88	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
2480	Mikhail Plamenov Aleksandrov	Swimming	Swimming Men's 200 metres Breaststroke	M	1985	193	88	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
2480	Mikhail Plamenov Aleksandrov	Swimming	Swimming Men's 200 metres Individual Medley	M	1985	193	88	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
2506	Denis Sergeyevich Alekseyev	Athletics	Athletics Men's 400 metres	M	1988	185	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
2506	Denis Sergeyevich Alekseyev	Athletics	Athletics Men's 4 x 400 metres Relay	M	1988	185	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
2520	Todor Nikolaev Aleksiev	Volleyball	Volleyball Men's Volleyball	M	1983	200	96	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
2543	Octavio Andrs Alesi Gonzlez	Swimming	Swimming Men's 100 metres Butterfly	M	1987	174	69.5	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
2545	Alessandra Medeiros da Oliveira	Handball	Handball Women's Handball	F	1982	184	75	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2574	Kineke Alicia Alexander	Athletics	Athletics Women's 400 metres	F	1986	178	65	Saint Vincent and the Grenadines	VIN	2008 Summer	2008	Summer	Beijing	NA
2580	Richard Ian M. Alexander	Hockey	Hockey Men's Hockey	M	1982	168	80	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
2583	Buffy-Lynne Alexander-Williams	Rowing	Rowing Women's Coxed Eights	F	1977	170	69	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
2587	Alexandra Priscila do Nascimento	Handball	Handball Women's Handball	F	1982	177	68	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2592	Alexandre "Alexandre Pato" Rodrigues da Silva	Football	Football Men's Football	M	1990	179	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Bronze
2598	Lavrentis Alexanidis	Judo	Judo Men's Extra-Lightweight	M	1978	171	65	Greece	GRE	2008 Summer	2008	Summer	Beijing	NA
2635	Robert Leodan Alfonso Acea	Boxing	Boxing Men's Super-Heavyweight	M	1987	193	102	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
2650	Linda Camilla Algotsson	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	F	1972	162	50	Sweden	SWE	2008 Summer	2008	Summer	Beijing	NA
2650	Linda Camilla Algotsson	Equestrianism	Equestrianism Mixed Three-Day Event, Team	F	1972	162	50	Sweden	SWE	2008 Summer	2008	Summer	Beijing	NA
2655	Mohamed Alhousseini Alhassan	Swimming	Swimming Men's 50 metres Freestyle	M	1978	nan	nan	Niger	NIG	2008 Summer	2008	Summer	Beijing	NA
2668	Aziz Ali	Boxing	Boxing Men's Light-Heavyweight	M	1981	173	81	Kenya	KEN	2008 Summer	2008	Summer	Beijing	NA
2670	Belal Mansoor Ali	Athletics	Athletics Men's 800 metres	M	1989	170	61	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	NA
2670	Belal Mansoor Ali	Athletics	Athletics Men's 1,500 metres	M	1989	170	61	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	NA
2676	Ghada Ali	Athletics	Athletics Women's 400 metres	F	1989	166	67	Libya	LBA	2008 Summer	2008	Summer	Beijing	NA
2684	Lahoussine Xavier Ali	Fencing	Fencing Men's Foil, Individual	M	1975	176	68	Morocco	MAR	2008 Summer	2008	Summer	Beijing	NA
2685	Annabel Laure Ali	Wrestling	Wrestling Women's Heavyweight, Freestyle	F	1985	176	75	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	NA
2697	Sadam Ali	Boxing	Boxing Men's Lightweight	M	1989	175	60	United States	USA	2008 Summer	2008	Summer	Beijing	NA
2704	Thamer Kamal Ali	Athletics	Athletics Men's 1,500 metres	M	1989	170	60	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
2711	Fathia Ali Bouraleh	Athletics	Athletics Women's 100 metres	F	1988	nan	nan	Djibouti	DJI	2008 Summer	2008	Summer	Beijing	NA
2717	Ahmed Ali Ahmed Saleh	Table Tennis	Table Tennis Men's Singles	M	1980	179	78	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
2726	Hamza Ali	Athletics	Athletics Men's Shot Put	M	1979	186	130	Bosnia and Herzegovina	BIH	2008 Summer	2008	Summer	Beijing	NA
2727	Yuruby Rosaura Alicart Ramrez	Softball	Softball Women's Softball	F	1986	154	60	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	NA
2729	Cora Alicto	Athletics	Athletics Women's 100 metres	F	1980	168	59	Guam	GUM	2008 Summer	2008	Summer	Beijing	NA
2734	Adnan Aliev	Canoeing	Canoeing Men's Canadian Doubles, 500 metres	M	1984	182	85	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
2734	Adnan Aliev	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	M	1984	182	85	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
2739	Mirko Alilovi	Handball	Handball Men's Handball	M	1986	200	110	Croatia	CRO	2008 Summer	2008	Summer	Beijing	NA
2745	Nataliya Adamovna Alimova (-Trandenkova)	Volleyball	Volleyball Women's Volleyball	F	1979	192	78	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
2751	Aline Silva dos Santos	Handball	Handball Women's Handball	F	1982	195	96	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2755	Aleksey Aleksandrovich Alipov	Shooting	Shooting Men's Trap	M	1976	175	80	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
2759	Penny Alison	Sailing	Sailing Women's Three Person Keelboat	F	1984	175	77	South Africa	RSA	2008 Summer	2008	Summer	Beijing	NA
2762	Margarita Sergeyevna Aliychuk	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1991	174	48	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
2771	Martti Aljand	Swimming	Swimming Men's 100 metres Breaststroke	M	1988	184	82	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
2771	Martti Aljand	Swimming	Swimming Men's 200 metres Breaststroke	M	1988	184	82	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
2772	Triin Aljand	Swimming	Swimming Women's 50 metres Freestyle	F	1985	179	68	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
2772	Triin Aljand	Swimming	Swimming Women's 100 metres Freestyle	F	1985	179	68	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
2772	Triin Aljand	Swimming	Swimming Women's 100 metres Butterfly	F	1985	179	68	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
2824	Agnese Allegrini	Badminton	Badminton Women's Singles	F	1982	162	57	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
2849	Katherine Jessie Jean "Kate" Allen (-Diechtler)	Triathlon	Triathlon Women's Olympic Distance	F	1970	163	53	Austria	AUT	2008 Summer	2008	Summer	Beijing	NA
2874	Wyatt Allen	Rowing	Rowing Men's Coxed Eights	M	1979	193	98	United States	USA	2008 Summer	2008	Summer	Beijing	Bronze
2875	Sandra Louise "Sandy" Allen-Lewis	Softball	Softball Women's Softball	F	1979	170	59	Australia	AUS	2008 Summer	2008	Summer	Beijing	Bronze
2897	Thomas Allier	Cycling	Cycling Men's BMX	M	1975	185	86	France	FRA	2008 Summer	2008	Summer	Beijing	NA
2912	Olivia Elizabeth N. Allison-Federici	Synchronized Swimming	Synchronized Swimming Women's Duet	F	1990	169	54	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	NA
2919	Audrey Alloh	Athletics	Athletics Women's 4 x 100 metres Relay	F	1987	170	55	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
2924	Amandine Allou Affou	Athletics	Athletics Women's 100 metres	F	1981	160	52	Cote d'Ivoire	CIV	2008 Summer	2008	Summer	Beijing	NA
2932	Bradley Kevin Ally	Swimming	Swimming Men's 200 metres Individual Medley	M	1987	182	73	Barbados	BAR	2008 Summer	2008	Summer	Beijing	NA
2932	Bradley Kevin Ally	Swimming	Swimming Men's 400 metres Individual Medley	M	1987	182	73	Barbados	BAR	2008 Summer	2008	Summer	Beijing	NA
2947	Nicols Almagro Snchez	Tennis	Tennis Men's Singles	M	1986	180	84	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
2947	Nicols Almagro Snchez	Tennis	Tennis Men's Doubles	M	1986	180	84	Spain-2	ESP	2008 Summer	2008	Summer	Beijing	NA
2970	Carlos Fernandes Esteves de Almeida	Swimming	Swimming Men's 200 metres Breaststroke	M	1988	182	79	Portugal	POR	2008 Summer	2008	Summer	Beijing	NA
2971	Carlos Domingos Bendinha de Almeida	Basketball	Basketball Men's Basketball	M	1977	192	92	Angola	ANG	2008 Summer	2008	Summer	Beijing	NA
2975	Jlio Antonio de Sourza e Almeida	Shooting	Shooting Men's Air Pistol, 10 metres	M	1970	180	90	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2975	Jlio Antonio de Sourza e Almeida	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	M	1970	180	90	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2975	Jlio Antonio de Sourza e Almeida	Shooting	Shooting Men's Free Pistol, 50 metres	M	1970	180	90	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2976	Kaio Mrcio Ferreira Costa de Almeida	Swimming	Swimming Men's 100 metres Butterfly	M	1985	177	75	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2976	Kaio Mrcio Ferreira Costa de Almeida	Swimming	Swimming Men's 200 metres Butterfly	M	1985	177	75	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2976	Kaio Mrcio Ferreira Costa de Almeida	Swimming	Swimming Men's 4 x 100 metres Medley Relay	M	1985	177	75	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2977	Luiza Tavares de Almeida	Equestrianism	Equestrianism Mixed Dressage, Individual	F	1992	168	58	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2978	Nair Felipe Pires de Almeida	Handball	Handball Women's Handball	F	1984	181	69	Angola	ANG	2008 Summer	2008	Summer	Beijing	NA
2981	Thiago Almeida	Rowing	Rowing Men's Lightweight Double Sculls	M	1980	181	70	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2990	Johanna Maria-Therese Almgren	Football	Football Women's Football	F	1984	170	62	Sweden	SWE	2008 Summer	2008	Summer	Beijing	NA
2992	Anna Aleksandrovna Alminova	Athletics	Athletics Women's 1,500 metres	F	1985	165	50	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
2994	Maria Laura Almiro	Athletics	Athletics Women's 400 metres	F	1978	162	50	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2994	Maria Laura Almiro	Athletics	Athletics Women's 4 x 400 metres Relay	F	1978	162	50	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
2999	Patricio Javier Almonacid Gonzlez	Cycling	Cycling Men's Road Race, Individual	M	1980	166	60	Chile	CHI	2008 Summer	2008	Summer	Beijing	NA
