id	name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal	BMI
1419	Zemzem Ahmed Deko	F	1985	170	53	Ethiopia	ETH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 3,000 metres Steeplechase	NA	18.33910034602076
1445	Gaby Diana Ahrens	F	1981	169	60	Namibia	NAM	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Trap	NA	21.007667798746546
1460	Johannes Ahun	M	1988	187	76	Estonia	EST	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA	21.733535417083704
1467	Mara Magdalena Aicega Amicarelli	F	1974	165	60	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	Bronze	22.038567493112946
1498	Charles Benedict "Ben" Ainslie	M	1977	183	90	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed One Person Dinghy	Gold	26.874496103198066
1514	Tassadit Assou	F	1989	184	80	Algeria	ALG	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	23.629489603024574
1518	Kamel Ait Daoud	M	1985	180	70	Algeria	ALG	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Lightweight Double Sculls	NA	21.604938271604937
1527	Souad At Salem (-Mahour-Bacha)	F	1979	158	50	Algeria	ALG	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA	20.028841531805803
1535	Kiera Leigh Aitken	F	1984	167	55	Bermuda	BER	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Backstroke	NA	19.721036967980204
1539	Marina Aleksandrovna Aitova (Korzhova-)	F	1983	177	58	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's High Jump	NA	18.51319863385362
1540	Artur Surenovych Aivazian	M	1973	177	88	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Rifle, 10 metres	NA	28.088991030674453
1540	Artur Surenovych Aivazian	M	1973	177	88	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	NA	28.088991030674453
1540	Artur Surenovych Aivazian	M	1973	177	88	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	Gold	28.088991030674453
1556	Ebenezer Oluwafemi "Femi" Ajilore	M	1985	185	75	Nigeria	NGR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Silver	21.91380569758948
1566	Kouadio Vincent Aka-Akesse	M	1976	180	96	France	FRA	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Heavyweight, Freestyle	NA	29.62962962962963
1567	Yukiko Akaba	F	1980	158	43	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 5,000 metres	NA	17.224803717352987
1567	Yukiko Akaba	F	1980	158	43	Japan	JPN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 10,000 metres	NA	17.224803717352987
1588	Salman Akbar	M	1982	180	85	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	26.23456790123457
1589	Waqar Akbar	M	1989	172	58	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	19.605191995673337
1606	Patsy Serafina Akeli	F	1979	175	89	Samoa	SAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	NA	29.06122448979592
1631	Bilal Akgl	M	1983	167	59	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Mountainbike, Cross-Country	NA	21.15529420201513
1633	Sezer Akgl	M	1988	160	55	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Featherweight, Freestyle	NA	21.484375
1640	Giorgos Akhilleos	M	1981	172	75	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	25.35154137371552
1650	Bakhtiyar Shakhabutdinovich Akhmedov	M	1987	190	120	Russia	RUS	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	Silver	33.24099722991689
1657	Bakhyt Beshimbekovich Akhmetov	M	1979	175	105	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Heavyweight	NA	34.285714285714285
1661	Doli Akhtar	F	1986	158	53	Bangladesh	BAN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	21.23057202371415
1689	Mildred Akinyi "Milka" Alango	F	1989	157	49	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Flyweight	NA	19.879102600511178
1697	Halil Akka	M	1983	175	58	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 3,000 metres Steeplechase	NA	18.93877551020408
1698	Khadzhimurat Magomedovich Akkayev	M	1985	178	105	Russia	RUS	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middle-Heavyweight	Bronze	33.139755081429115
1731	Anastasiya Sergeyevna Aksenova	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	19.623233908948194
1731	Anastasiya Sergeyevna Aksenova	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA	19.623233908948194
1731	Anastasiya Sergeyevna Aksenova	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	NA	19.623233908948194
1731	Anastasiya Sergeyevna Aksenova	F	1990	182	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	NA	19.623233908948194
1733	Merey Akshalov	M	1988	179	60	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	NA	18.726007303142847
1751	Ohenewa Akuffo	F	1979	169	72	Canada	CAN	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Heavyweight, Freestyle	NA	25.20920135849585
1753	Marina Sergeyevna Akulova	F	1986	181	70	Russia	RUS	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	21.366869143188545
1786	Ali Ahmed Al-Amri	M	1985	155	51	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 3,000 metres Steeplechase	NA	21.227887617065555
1809	Nasser Salih Nasser Abdullah Al-Attiya	M	1971	178	82	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	25.880570635020828
1814	Wael Al-Aydy	M	1972	178	76	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	23.98687034465345
1817	Mohamed Mutlaq Khalaf Al-Azemi	M	1982	178	64	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	20.199469763918696
1842	Sameera Zayid Al-Bitar	F	1990	168	64	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	22.675736961451246
1845	Fadwa Al-Bouza	F	1990	173	58	Syria	SYR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA	19.37919743392696
1848	Dadallah Noor Mohamed Al-Bulushi	M	1959	172	86	Oman	OMA	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	NA	29.069767441860463
1856	Sultan Mubarak M. Al-Dawoodi	M	1985	192	86	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Discus Throw	NA	23.328993055555554
1875	Rashid Shafi Al-Dosari	M	1981	198	130	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Discus Throw	NA	33.15988164473013
1885	Ramzy Al-Duhami	M	1972	162	70	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA	26.6727632982777
1885	Ramzy Al-Duhami	M	1972	162	70	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Team	NA	26.6727632982777
1894	Talal Al-Enezi	M	1986	180	94	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Heavyweight	NA	29.012345679012345
1905	Abdulsalam Al-Gadabi	M	1978	nan	nan	Yemen	YEM	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	
1910	Rakia Al-Gassra	F	1983	170	65	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 200 metres	NA	22.49134948096886
1920	Sultan Abdulmajeed E. Al-Habshi	M	1983	190	92	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA	25.484764542936286
1921	Mohammed bin Naseeb Al-Habsi	M	1992	180	60	Oman	OMA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	18.51851851851852
1929	Khalid Issa A. H. Al-Hamadi	M	1988	171	57	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Foil, Individual	NA	19.49317738791423
1936	Khalil Ahmed Al-Hanahneh	M	1980	171	70	Jordan	JOR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	23.93898977463151
1938	Nashwan Haidar Al-Harazi	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA	20.5761316872428
1938	Nashwan Haidar Al-Harazi	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA	20.5761316872428
1938	Nashwan Haidar Al-Harazi	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horse Vault	NA	20.5761316872428
1938	Nashwan Haidar Al-Harazi	M	1987	162	54	Yemen	YEM	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA	20.5761316872428
1951	Ibrahim Al-Hasan	M	1987	179	73	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	22.783308885490467
1976	Obaid Ahmed Obaid Al-Jasmi	M	1982	178	71	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA	22.408786769347305
2025	Ahmed bin Hasher Al-Maktoum	M	1964	175	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Trap	NA	21.877551020408163
2025	Ahmed bin Hasher Al-Maktoum	M	1964	175	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Double Trap	NA	21.877551020408163
2026	Latifah bint Ahmed bin Juma Al-Maktoum	F	1986	160	46	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA	17.96875
2027	Maitha bint Mohammed bin Rashid Al-Maktoum	F	1980	nan	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Welterweight	NA	
2029	Saeed bin Hasher Al-Maktoum	M	1977	176	88	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	28.40909090909091
2044	Nader Abdullah Al-Massri	M	1980	160	58	Palestine	PLE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	NA	22.65625
2047	Naser Al-Meqlad	M	1983	176	120	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Trap	NA	38.739669421487605
2054	Bader Abdulrahman Al-Muhana	M	1989	nan	nan	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Butterfly	NA	
2059	Riyadh Al-Mustafa	M	1975	171	64	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA	21.887076365377382
2064	Sayed Al-Mutairi Bariq	M	1969	172	65	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	21.971335857220122
2065	Zaid Al-Mutairi	M	1982	169	64	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	22.408178985329645
2090	Moukheld Mahil F. Al-Outaibi	M	1976	163	60	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	NA	22.582709172343712
2102	Saeed Rashed Al-Qubaisi	M	1990	176	73	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Lightweight	NA	23.56663223140496
2112	Abdullah Al-Rashidi	M	1964	183	83	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Skeet	NA	24.784257517393772
2121	Hussain Taher Al-Sabee	M	1980	187	85	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Long Jump	NA	24.307243558580456
2131	Omar Jouma Bilal Al-Salfa	M	1990	170	67	United Arab Emirates	UAE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	23.183391003460205
2132	Mohamed Abdullah Obaid Al-Salhi (Kosgei-)	M	1986	182	55	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	16.60427484603309
2134	Prince Abdullah Bin Moteb Al-Saud	M	1985	178	69	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA	21.77755333922485
2134	Prince Abdullah Bin Moteb Al-Saud	M	1985	178	69	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Team	NA	21.77755333922485
2144	Prince Faisal Al-Shalan	M	1987	178	66	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA	20.83070319404116
2144	Prince Faisal Al-Shalan	M	1987	178	66	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Team	NA	20.83070319404116
2171	Abdullah Said Al-Sooli	M	1983	172	73	Oman	OMA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	24.675500270416443
2185	Mohamed Issa Al-Thawadi	M	1982	175	75	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 110 metres Hurdles	NA	24.489795918367346
2192	Mohammed Ahmed Al-Yafaee	M	1985	185	65	Yemen	YEM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	18.991964937910886
2195	Buthayna Eid Al-Yaqoubi	F	1991	155	45	Oman	OMA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	18.730489073881373
2200	Ali Mohamed Gharib Al-Zinkawi	M	1984	195	102.5	Kuwait	KUW	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Hammer Throw	NA	
2203	Tapani Jarkko Ala-Huikku	M	1980	164	60	Finland	FIN	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Lightweight, Greco-Roman	NA	22.3081499107674
2210	Marina Alabau Neira	F	1986	164	55	Spain	ESP	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Windsurfer	NA	20.44913741820345
2258	Mariem Alaoui Selsouli	F	1984	152	45	Morocco	MAR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 5,000 metres	NA	19.47714681440443
2261	Osama Mohammed Ye Alarag	M	1992	175	72	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	23.510204081632654
2270	David Alarza Palacios	M	1977	185	90	Spain	ESP	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Middleweight	NA	26.29656683710738
2300	Miguel ngel Albarracn	M	1981	167	64	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Extra-Lightweight	NA	22.948115744558788
2320	Dag Edward Albert	M	1970	185	70	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	20.452885317750184
2320	Dag Edward Albert	M	1970	185	70	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	NA	20.452885317750184
2331	Marko Albert	M	1979	189	78	Estonia	EST	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Men's Olympic Distance	NA	21.83589485176787
2334	Samantha Albert (Majendie-)	F	1971	165	59	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	21.671258034894397
2359	Islam-Beka Said-Tsilimovich Albiyev	M	1989	165	66	Russia	RUS	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Lightweight, Greco-Roman	Gold	24.242424242424242
2376	Samuel Albrecht	M	1982	180	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Dinghy	NA	21.91358024691358
2425	Yamil Aldama Pozo (-Dodds)	F	1973	173	62	Sudan	SUD	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Triple Jump	NA	20.71569380868054
2428	Moiss Aldape Chvez	M	1982	175	62	Mexico	MEX	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	20.24489795918367
2429	Ibrahim Erikovych Aldatov	M	1984	174	74	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Middleweight, Freestyle	NA	24.441802087462015
2450	Blake Aldridge	M	1982	167	64	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Synchronized Platform	NA	22.948115744558788
2458	David Alegre Biosca	M	1985	184	75	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Silver	22.152646502835537
2460	Ramn Alegre Biosca	M	1981	171	71	Spain	ESP	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	Silver	24.280975342840534
2464	Jo Qesem Ayela Aleh	F	1986	171	58	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's One Person Dinghy	NA	19.835162956123252
2469	Virgilijus Alekna	M	1972	200	130	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Discus Throw	Bronze	32.5
2480	Mikhail Plamenov Aleksandrov	M	1985	193	88	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	23.624795296518027
2480	Mikhail Plamenov Aleksandrov	M	1985	193	88	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	23.624795296518027
2480	Mikhail Plamenov Aleksandrov	M	1985	193	88	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Individual Medley	NA	23.624795296518027
2506	Denis Sergeyevich Alekseyev	M	1988	185	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA	22.205989773557338
2506	Denis Sergeyevich Alekseyev	M	1988	185	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	NA	22.205989773557338
2520	Todor Nikolaev Aleksiev	M	1983	200	96	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	23.999999999999996
2543	Octavio Andrs Alesi Gonzlez	M	1987	174	69.5	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Butterfly	NA	
2545	Alessandra Medeiros da Oliveira	F	1982	184	75	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	22.152646502835537
2574	Kineke Alicia Alexander	F	1986	178	65	Saint Vincent and the Grenadines	VIN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA	20.515086478979928
2580	Richard Ian M. Alexander	M	1982	168	80	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	28.34467120181406
2583	Buffy-Lynne Alexander-Williams	F	1977	170	69	Canada	CAN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA	23.875432525951556
2587	Alexandra Priscila do Nascimento	F	1982	177	68	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	NA	21.7051294327939
2592	Alexandre "Alexandre Pato" Rodrigues da Silva	M	1990	179	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Bronze	22.15910864205237
2598	Lavrentis Alexanidis	M	1978	171	65	Greece	GRE	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Extra-Lightweight	NA	22.2290619335864
2635	Robert Leodan Alfonso Acea	M	1987	193	102	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Super-Heavyweight	NA	27.383285457327712
2650	Linda Camilla Algotsson	F	1972	162	50	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	19.051973784484073
2650	Linda Camilla Algotsson	F	1972	162	50	Sweden	SWE	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	NA	19.051973784484073
2655	Mohamed Alhousseini Alhassan	M	1978	nan	nan	Niger	NIG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	
2668	Aziz Ali	M	1981	173	81	Kenya	KEN	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Heavyweight	NA	27.064051588760062
2670	Belal Mansoor Ali	M	1989	170	61	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	21.107266435986162
2670	Belal Mansoor Ali	M	1989	170	61	Bahrain	BRN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA	21.107266435986162
2676	Ghada Ali	F	1989	166	67	Libya	LBA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA	24.314123965742485
2684	Lahoussine Xavier Ali	M	1975	176	68	Morocco	MAR	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Foil, Individual	NA	21.952479338842977
2685	Annabel Laure Ali	F	1985	176	75	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Heavyweight, Freestyle	NA	24.212293388429753
2697	Sadam Ali	M	1989	175	60	United States	USA	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	NA	19.591836734693878
2704	Thamer Kamal Ali	M	1989	170	60	Qatar	QAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA	20.761245674740486
2711	Fathia Ali Bouraleh	F	1988	nan	nan	Djibouti	DJI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	
2717	Ahmed Ali Ahmed Saleh	M	1980	179	78	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	24.343809494085704
2726	Hamza Ali	M	1979	186	130	Bosnia and Herzegovina	BIH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Shot Put	NA	37.57659845068794
2727	Yuruby Rosaura Alicart Ramrez	F	1986	154	60	Venezuela	VEN	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	NA	25.299375948726595
2729	Cora Alicto	F	1980	168	59	Guam	GUM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	20.90419501133787
2734	Adnan Aliev	M	1984	182	85	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 500 metres	NA	25.661152034778407
2734	Adnan Aliev	M	1984	182	85	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	NA	25.661152034778407
